"period","measure","means","sd"
"S1970s","Smsy",0.288289686126009,0.290281841048199
"S1980s","Smsy",0.446609654858264,0.445012288683727
"S1990s","Smsy",0.66048766438603,0.584493478425813
"S2000s","Smsy",0.68061038758897,0.691320430827778
"S1970s","Umsy",1.40861711795082,0.328398898180799
"S1980s","Umsy",1.28673735583247,0.338547838166139
"S1990s","Umsy",0.910991271269834,0.225049778030583
"S2000s","Umsy",0.578020194494913,0.158111559804466
