CU,BY,ER,Esc,male_spawn,female_spawn,mature_spawn,effective_spawn,R2.1,R3.1,R3.2,R4.1,R4.2,R4.3,R5.2,R5.3,R6.2,R6.3,R.no.jacks,Rec,Use
L.Shuswap,1959,0.85,135090,45350,89476,134826,89270,0,0,7679,0,374501,0,106,16,0,0,374623,382302,y
L.Shuswap,1960,0,1914,544,1363,1907,1322,0,0,201,0,2333,0,0,15,0,0,2348,2549,y
L.Shuswap,1961,0.68,65857,252,898,1150,854,0,0,204,0,6996,0,0,947,0,0,7943,8147,y
L.Shuswap,1962,0.45,1151142,478271,666298,1144569,651863,0,307,90241,0,2740250,0,10891,83623,0,0,2835071,2925312,y
L.Shuswap,1963,0.59,158581,77553,80915,158468,80244,0,0,78928,0,3047429,0,3663,1326,0,0,3052418,3131346,y
L.Shuswap,1964,0,716,257,347,604,345,0,0,2346,0,17103,0,177,0,0,0,17280,19626,y
L.Shuswap,1965,0.71,59529,736,1351,2087,1332,0,0,496,0,24312,0,0,0,0,0,24312,24808,y
L.Shuswap,1966,0.57,1322480,573382,708798,1282180,660849,0,4854,96198,0,3914887,1478,22138,12377,0,0,3954256,4051932,y
L.Shuswap,1967,0.71,845930,383973,460981,844954,402412,0,0,65955,0,3108302,0,8076,1890,0,0,3118268,3184223,y
L.Shuswap,1968,0,3998,810,2876,3686,2713,0,0,222,0,20709,0,74,956,0,0,21739,21961,y
L.Shuswap,1969,0.8,55319,2689,3296,5985,3166,0,0,1625,0,27967,268,0,0,0,0,27967,29860,y
L.Shuswap,1970,0.62,1556824,672941,855921,1528862,785282,0,74,173639,0,5373956,2188,2667,28383,0,0,5405080,5580907,y
L.Shuswap,1971,0.9,290293,130356,159836,290192,158976,0,0,21467,0,680311,0,128,219,0,0,680658,702125,y
L.Shuswap,1972,0.87,4698,2033,2159,4192,2155,0,0,4098,0,38342,0,2065,0,0,0,40407,44505,y
L.Shuswap,1973,0.87,47998,1323,2485,3808,2467,0,0,3817,0,64051,0,0,0,0,0,64051,67868,y
L.Shuswap,1974,0.79,1157533,496381,654391,1150772,619123,0,0,145210,0,6888446,54,9750,6962,0,0,6905158,7050422,y
L.Shuswap,1975,0.78,168565,79537,87828,167365,85544,0,0,3181,0,1022005,0,1078,0,0,0,1023083,1026264,y
L.Shuswap,1976,0.88,5588,1708,3072,4780,3072,0,0,578,0,13049,0,0,543,0,0,13592,14170,y
L.Shuswap,1977,0.8,81775,6410,6100,12510,6027,0,0,620,0,93025,0,0,0,0,0,93025,93645,y
L.Shuswap,1978,0.72,1900403,877183,1020170,1897353,1014761,0,0,119355,0,9358872,137,115757,62987,0,271,9537887,9657379,y
L.Shuswap,1979,0.76,299713,133881,165522,299403,162142,0,0,7343,0,1475536,0,15681,1106,0,0,1492323,1499666,y
L.Shuswap,1980,0.83,2675,683,1817,2500,1816,0,0,1513,0,21350,0,444,0,0,0,21794,23307,y
L.Shuswap,1981,0.89,46907,4291,6002,10293,5959,0,0,4,0,9466,0,0,0,0,0,9466,9470,y
L.Shuswap,1982,0.67,3061258,1465516,1594719,3060235,1568605,0,0,79877,0,9206624,30,105481,72834,0,53,9384992,9464899,y
L.Shuswap,1983,0.87,211424,110782,100583,211365,100256,0,0,17088,0,1947570,0,16259,0,0,0,1963829,1980917,y
L.Shuswap,1984,0.88,4339,1932,2403,4335,2409,0,0,103,0,32672,0,399,0,0,0,33071,33174,y
L.Shuswap,1985,0.86,15200,671,813,1484,806,0,0,61,0,4319,0,0,9343,0,1211,14873,14934,y
L.Shuswap,1986,0.74,2356264,1264110,1081120,2345230,1068479,0,0,67599,0,10620066,75,194400,51912,0,11743,10878121,10945795,y
L.Shuswap,1987,0.7,617398,292353,324972,617325,319734,0,0,8518,0,3840210,0,55204,0,0,0,3895414,3903932,y
L.Shuswap,1988,0.9,5059,1451,3556,5007,3558,0,0,1,0,6611,0,1608,0,0,0,8219,8220,y
L.Shuswap,1989,0.84,11753,185,385,570,380,0,0,277,0,12858,0,0,0,0,0,12858,13135,y
L.Shuswap,1990,0.65,3723592,1951876,1765797,3717673,1745709,0,2206,19675,0,7602634,3,125559,20134,0,159,7750692,7770370,y
L.Shuswap,1991,0.76,1255792,633460,622331,1255791,616033,0,0,770,0,845854,0,19352,213,0,0,865419,866189,y
L.Shuswap,1992,0.79,13128,6210,6786,12996,6640,0,0,0,0,11466,0,8443,0,0,0,19909,19909,y
L.Shuswap,1993,0.89,11366,583,784,1367,765,0,0,23,0,15343,0,0,0,0,0,15343,15366,y
L.Shuswap,1994,0.82,1370929,701965,668712,1370677,686190,0,0,634,0,2589723,31,17569,2243,0,0,2609535,2610200,y
L.Shuswap,1995,0.59,428875,209273,219602,428875,210969,0,0,475,0,750905,0,20211,0,0,0,771116,771591,y
L.Shuswap,1996,0.56,12484,6455,6011,12466,5492,0,0,0,0,31740,0,29362,430,0,0,61532,61532,y
L.Shuswap,1997,0.9,1446,422,650,1072,596,0,0,0,282,33707,0,722,0,0,0,34711,34711,y
L.Shuswap,1998,0.16,1389583,674289,714982,1389271,680650,0,64859,20892,0,7141837,0,20407,28,0,0,7227131,7248023,y
L.Shuswap,1999,0.13,343540,158694,184846,343540,138247,0,0,111,0,677510,0,21292,0,0,0,698802,698913,y
L.Shuswap,2000,0.65,855,550,305,855,164,0,0,0,0,1388,0,0,0,0,0,1388,1388,y
L.Shuswap,2001,0.21,23130,2209,2649,4858,2141,0,0,88,1104,6455,0,1243,0,0,0,8802,8890,y
L.Shuswap,2002,0.18,5532386,2585429,2946834,5532263,2845464,0,25496,42234,,7387191,,53848,1018,,,7467553,7509787,y
L.Shuswap,2003,0.41,381278,182641,198637,381278,189793,0,5984,12,,120226,,12198,,,,138408,138420,y
L.Shuswap,2005,0.36,63347,9174,11939,21113,11792,,,,1119,32714,37,0,0,0,0,33833,33870,y
L.Shuswap,2006,0.39,2897721,1369108,1528601,2897709,1170725,,29047,45470,0,17334140,,159427,388,0,0,17523002,17568472,y
L.Shuswap,2007,0.2,61043,26384,34659,61043,32296,,0,58,0,208354,0,2005,0,0,62,210421,210479,y
L.Shuswap,2008,0.36,164,81,83,164,83,,0,0,0,0,0,9168,0,0,0,9168,9168,y
L.Shuswap,2009,0.08,71344,11915,20566,32481,20208,,0,0,1241,378538,211,0,0,44,0,379822,380034,y
L.Shuswap,2010,0.53,7519076,3339343,4179675,7519018,3073257,,14626,41206,0,8549219,20,10668,996,,,8575509,8616735,y
Birkenhead,1952,0.79,77406,18371,28690,47061,24744,0,0,14902,0,180787,3107,33154,11993,0,735,226669,244678,y
Birkenhead,1953,0.84,55823,19074,23417,42491,16287,0,0,8205,0,102206,3835,16671,24273,0,953,144103,156143,y
Birkenhead,1954,0.91,40453,8493,9720,18213,8635,0,0,12671,0,128222,5306,17949,10328,0,1228,157727,175704,y
Birkenhead,1955,0.9,24450,5944,8609,14553,8185,0,0,35100,0,221160,3522,7193,7790,0,5618,241761,280383,y
Birkenhead,1956,0.81,57899,18828,30926,49754,27156,0,0,20500,0,209127,1874,42071,3840,0,1697,256735,279109,y
Birkenhead,1957,0.9,24168,7041,7495,14536,7068,0,0,3587,0,37495,5586,5340,21961,0,2394,67190,76363,y
Birkenhead,1958,0.91,33055,9030,6136,15166,5510,0,0,21115,0,74626,3512,11443,17844,0,722,104635,129262,y
Birkenhead,1959,0.9,38604,13476,12683,26159,11388,0,0,26205,0,188393,8984,36763,7505,0,172,232833,268022,y
Birkenhead,1960,0.84,39848,15376,21462,36838,19198,0,0,28566,0,119526,3085,10607,6980,0,3336,140449,172100,y
Birkenhead,1961,0.64,49627,15322,16359,31681,10550,0,0,21891,0,67104,3102,17364,19054,0,1300,104822,129815,y
Birkenhead,1962,0.75,52146,10322,16047,26369,14311,0,0,21342,0,66117,2725,8304,3995,0,8,78424,102491,y
Birkenhead,1963,0.78,67151,17425,31468,48893,20769,0,0,95525,0,281641,3924,48565,26112,0,311,356629,456078,y
Birkenhead,1964,0.7,69939,20271,28637,48908,27978,0,0,39236,0,225898,869,85137,14542,0,213,325790,365895,y
Birkenhead,1965,0.81,30008,5587,10643,16230,9769,0,0,30602,0,109033,2068,14770,7215,0,1483,132501,165171,y
Birkenhead,1966,0.81,81134,5569,14547,20116,13462,0,0,56603,0,155016,6824,61319,36465,0,628,253428,316855,y
Birkenhead,1967,0.86,58036,17078,22798,39876,17580,0,0,54257,0,365358,6953,45896,19124,0,820,431198,492408,y
Birkenhead,1968,0.81,83750,16995,40952,57947,31042,0,0,21213,0,218223,1957,35366,8346,0,102,262037,285207,y
Birkenhead,1969,0.82,64527,14624,22758,37382,14324,0,0,73972,0,451184,2190,239195,25067,0,261,715707,791869,y
Birkenhead,1970,0.83,72760,9847,20809,30656,19252,0,0,119108,0,531214,22383,30799,32549,0,2856,597418,738909,y
Birkenhead,1971,0.95,32672,7831,16798,24629,16143,0,0,62316,0,245897,1952,46347,12033,0,551,304828,369096,y
Birkenhead,1972,0.81,113524,25103,29619,54722,26202,0,0,42841,0,424942,1431,46655,3256,0,215,475068,519340,y
Birkenhead,1973,0.89,139403,25980,30755,56735,28374,0,0,44117,0,140353,3011,24973,4070,0,0,169396,216524,y
Birkenhead,1974,0.85,173720,31270,88544,119814,85495,0,0,54695,0,424633,3384,207538,32659,0,4272,669102,727181,y
Birkenhead,1975,0.8,92973,24936,36645,61581,23315,0,0,9335,0,80976,1030,18616,10152,0,484,110228,120593,y
Birkenhead,1976,0.84,108281,26007,51458,77465,50023,0,0,29279,0,479356,977,84392,22209,0,3364,589321,619577,y
Birkenhead,1977,0.88,43139,9660,14185,23845,12799,0,0,15580,0,287020,3551,98126,21384,0,5972,412502,431633,y
Birkenhead,1978,0.79,100235,46558,48583,95141,48158,0,0,42233,0,493542,292,117215,11450,0,1482,623689,666214,y
Birkenhead,1979,0.81,78088,21712,39276,60988,35482,0,0,13881,0,273583,895,121177,5205,0,1210,401175,415951,y
Birkenhead,1980,0.84,91111,35082,43695,78777,32786,0,0,10131,0,115564,0,36212,1265,0,0,153041,163172,y
Birkenhead,1981,0.88,65495,20576,28447,49023,27175,0,0,4550,0,105179,0,156430,0,0,0,261609,266159,y
Birkenhead,1982,0.81,129183,46498,73623,120121,72353,0,0,48333,0,1471487,1815,281339,12955,0,513,1766294,1816442,y
Birkenhead,1983,0.89,49102,20276,24014,44290,21113,0,0,15268,0,625519,795,149561,15531,0,1436,792047,808110,y
Birkenhead,1984,0.83,43065,16001,24460,40461,23227,0,0,5918,0,347631,120,86729,27258,0,2705,464323,470361,y
Birkenhead,1985,0.92,37709,5891,6107,11998,5758,0,0,12226,0,123208,851,93098,15248,0,1211,232765,245842,y
Birkenhead,1986,0.79,348730,135587,200479,336066,197896,0,0,24019,0,869228,559,315301,2860,0,0,1187389,1211967,y
Birkenhead,1987,0.82,168951,71304,93642,164946,89432,0,0,5671,0,698300,1185,279598,3799,0,11345,993042,999898,y
Birkenhead,1988,0.68,178103,77729,89591,167320,75535,0,0,29507,0,200724,1501,664723,27396,0,3864,896707,927715,y
Birkenhead,1989,0.88,46961,13500,15996,29496,15739,0,0,36435,0,935181,1181,173958,1174,0,0,1110313,1147929,y
Birkenhead,1990,0.83,170739,69494,97746,167240,97112,0,0,10179,0,200407,0,24968,3059,0,0,228434,238613,y
Birkenhead,1991,0.71,316719,139031,154845,293876,152083,0,0,244,0,55270,186,61746,3222,0,1717,121955,122385,y
Birkenhead,1992,0.61,219233,91774,94769,186543,93443,0,0,3522,0,47661,125,46563,435,0,876,95535,99182,y
Birkenhead,1993,0.85,250547,93484,151592,245076,151096,0,0,8716,0,180208,0,380162,4380,0,2414,567164,575880,y
Birkenhead,1994,0.9,39540,16912,22417,39329,22315,0,0,1028,0,21899,7,40686,3793,0,0,66378,67413,y
Birkenhead,1995,0.53,43150,19900,20103,40003,18430,0,0,486,0,141021,21,28997,0,0,0,170018,170525,y
Birkenhead,1996,0.5,64555,25965,30579,56544,27848,0,0,723,0,34094,0,41519,2595,0,0,78208,78931,y
Birkenhead,1997,0.78,50987,25693,24624,50317,23275,0,0,0,0,18165,0,10200,2217,0,0,30582,30582,y
Birkenhead,1998,0.26,296872,114660,181843,296503,173045,0,0,277,0,213323,0,403021,1752,0,948,619044,619321,y
Birkenhead,1999,0.11,49689,21929,27090,49019,26268,0,0,0,0,47311,0,36027,190,0,0,83528,83528,y
Birkenhead,2000,0.68,14470,5139,9331,14470,8333,0,0,652,0,63710,0,37603,0,0,0,101313,101965,y
Birkenhead,2001,0.29,44727,15409,29041,44450,28361,0,0,56,0,110415,0,81203,0,0,0,191618,191674,y
Birkenhead,2002,0.16,962,363,599,962,107481,0,342,898,,502582,,129934,,,369,633227,634125,y
Birkenhead,2003,0.31,311612,156215,154745,310960,152651,0,,80,,6064,,7010,184,,,13258,13338,y
Birkenhead,2004,0.35,38442,20381,18005,38386,17516,0,,47,,46487,,29866,0,,,76353,76400,y
Birkenhead,2005,0.13,54444,26340,27206,53546,27117,,,361,0,33023,,51280,684,0,704,85691,86052,y
Birkenhead,2006,0.3,266539,127539,138920,266459,137365,,0,179,0,257768,,178227,5636,0,0,441631,441810,y
Birkenhead,2007,0.31,93527,36560,56920,93480,54290,,0,180,0,188794,60,54063,1962,260,1298,246377,246617,y
Birkenhead,2008,0.17,20030,9347,10322,19669,6788,,0,1015,0,46215,14,22852,1558,0,259,70884,71913,y
Birkenhead,2009,0.07,55161,19820,35162,54982,34475,,0,207,0,66739,18,65974,776,0,0,133489,133714,y
Birkenhead,2010,0.53,130022,60019,69823,129842,67762,,0,18,0,26131,0,5637,528,,1502,33798,33816,y
Birkenhead,2011,0.31,235891,106680,128127,234807,92420,,0,211,0,55491,0,31284,1251,,,88026,88237,y
Cultus,1952,0.53,18910,5698,12135,17833,11309,0,0,159,0,32999,0,11266,0,0,0,44265,44424,y
Cultus,1953,0.72,13000,6253,5290,11543,4930,0,0,497,0,62317,0,855,0,0,0,63172,63669,y
Cultus,1954,0.78,24150,10795,11241,22036,10476,0,0,1631,0,61631,44,1933,6056,0,0,69620,71295,y
Cultus,1955,0.85,26000,7990,17932,25922,16711,0,0,1610,0,274490,204,1184,3596,0,0,279270,281084,y
Cultus,1956,0.63,14133,4630,9088,13718,8469,0,0,1273,0,35165,0,1067,0,0,0,36232,37505,y
Cultus,1957,0.72,20647,7245,13130,20375,12236,0,0,95,0,26724,0,1264,0,0,0,27988,28083,y
Cultus,1958,0.79,14097,5794,7530,13324,7017,0,0,3547,0,46269,0,1097,117,0,0,47483,51030,y
Cultus,1959,0.83,48461,15753,32026,47779,29845,0,0,114,0,50631,94,1449,735,0,0,52815,53023,y
Cultus,1960,0.56,17689,7520,10120,17640,9431,0,0,483,0,22606,0,414,436,0,0,23456,23939,y
Cultus,1961,0.52,15428,6363,7033,13396,6554,0,0,194,0,5954,0,0,0,0,0,5954,6148,y
Cultus,1962,0.43,27070,9450,17547,26997,16352,0,0,524,0,35483,201,0,534,0,0,36017,36742,y
Cultus,1963,0.61,20571,9032,11271,20303,10504,0,0,3825,0,131466,0,3157,0,0,0,134623,138448,y
Cultus,1964,0.55,11143,4857,6210,11067,5787,0,0,1357,0,67696,0,1550,797,0,0,70043,71400,y
Cultus,1965,0.64,2532,832,1623,2455,1512,0,0,1380,0,19606,34,0,0,0,0,19606,21020,y
Cultus,1966,0.52,17464,7676,9243,16919,8614,0,0,4551,0,40079,0,435,0,0,0,40514,45065,y
Cultus,1967,0.75,33492,14767,18431,33198,17176,0,0,7716,0,96671,0,6114,473,0,0,103258,110974,y
Cultus,1968,0.64,25736,10439,14875,25314,13862,0,0,36,0,42418,0,0,0,0,0,42418,42454,y
Cultus,1969,0.73,6739,2761,3181,5942,2964,0,0,1446,0,5031,0,0,0,0,0,5031,6477,y
Cultus,1970,0.65,15149,5778,8163,13941,7607,0,0,910,0,44797,56,150,219,0,0,45166,46132,y
Cultus,1971,0.91,9145,4161,4967,9128,4629,0,0,2673,0,47715,58,313,512,0,0,48540,51271,y
Cultus,1972,0.79,10660,4572,5794,10366,5399,0,0,337,0,30020,3,3,0,0,0,30023,30363,y
Cultus,1973,0.87,858,318,323,641,301,0,0,44,0,480,0,189,0,0,0,669,713,y
Cultus,1974,0.8,9814,3630,5354,8984,4989,0,0,636,0,27251,0,2406,0,0,0,29657,30293,y
Cultus,1975,0.76,11478,4006,7343,11349,6843,0,0,6742,0,122240,0,267,0,0,0,122507,129249,y
Cultus,1976,0.86,4450,1551,2884,4435,2688,0,0,14,0,6109,0,0,0,0,0,6109,6123,y
Cultus,1977,0.83,353,41,41,82,38,0,0,114,0,1457,0,0,0,0,0,1457,1571,y
Cultus,1978,0.82,7265,1920,3156,5076,2941,0,0,4837,0,69111,18,0,1279,0,0,70390,75245,y
Cultus,1979,0.71,32045,11736,20295,32031,18913,0,0,1662,0,106617,0,1627,610,0,0,108854,110516,y
Cultus,1980,0.74,1687,693,964,1657,898,0,0,186,0,4639,0,0,0,0,0,4639,4825,y
Cultus,1981,0.82,1159,112,144,256,134,0,0,579,0,965,0,0,0,0,0,965,1544,y
Cultus,1982,0.76,17222,6445,10280,16725,9580,0,0,883,0,12419,8,5529,0,0,0,17948,18839,y
Cultus,1983,0.82,19952,8454,11490,19944,11490,0,0,423,0,95192,0,711,0,0,0,95903,96326,y
Cultus,1984,0.86,1147,449,545,994,389,0,0,215,0,9074,0,32,85,0,0,9191,9406,y
Cultus,1985,0.56,571,215,209,424,195,0,0,329,0,1980,0,122,0,0,0,2102,2431,y
Cultus,1986,0.74,3533,1062,2194,3256,2016,0,0,210,0,10278,0,0,0,0,0,10278,10488,y
Cultus,1987,0.68,32336,14800,17384,32184,16189,0,0,19,0,64919,0,917,0,0,0,65836,65855,y
Cultus,1988,0.91,964,374,487,861,454,0,0,99,0,6584,0,1142,0,0,0,7726,7825,y
Cultus,1989,0.8,568,182,236,418,220,0,0,4,0,9729,0,1012,0,0,0,10741,10745,y
Cultus,1990,0.82,1870,849,1011,1860,942,0,0,236,0,22231,0,2336,320,0,0,24887,25123,y
Cultus,1991,0.69,20191,9690,10467,20157,9850,0,0,23,0,16737,0,618,21,0,0,17376,17399,y
Cultus,1992,0.84,1205,455,748,1203,697,0,0,71,0,1813,0,0,0,0,0,1813,1884,y
Cultus,1993,0.9,1131,492,571,1063,571,0,0,11,0,934,0,0,0,0,0,934,945,y
Cultus,1994,0.81,4422,1749,2650,4399,2524,0,0,7,0,2299,0,142,0,0,0,2441,2448,y
Cultus,1995,0.47,10349,4744,5572,10316,4279,0,0,240,0,14024,0,512,17,0,0,14553,14793,y
Cultus,1996,0.18,2030,908,1114,2022,723,0,0,12,0,1503,0,0,0,0,0,1503,1515,y
Cultus,1997,0.91,91,45,43,88,35,0,0,0,0,699,0,18,0,0,0,717,717,y
Cultus,1998,0.15,2166,928,1031,1959,955,0,0,160,0,5947,0,78,0,0,0,6025,6185,y
Cultus,1999,0.12,12403,5576,6816,12392,1025,0,0,9,0,2807,0,36,0,0,0,2843,2852,y
Portage,1953,0.83,200,25,25,50,24,0,0,0,0,394,0,0,0,0,0,394,394,y
Portage,1954,0.88,3379,1557,1812,3369,1729,0,0,1898,0,35946,0,0,856,0,0,36802,38700,y
Portage,1955,0.82,43,20,21,41,20,0,0,16,0,4376,0,0,0,0,0,4376,4392,y
Portage,1957,0.9,452,20,20,40,20,0,0,0,0,47,0,0,0,0,0,47,47,y
Portage,1958,0.87,4803,2020,2771,4791,2749,0,0,895,0,24738,0,12,0,0,0,24750,25645,y
Portage,1959,0.88,572,286,286,572,286,0,0,134,0,5431,0,0,0,0,0,5431,5565,y
Portage,1961,0.51,527,11,12,23,12,0,0,2,0,2721,0,0,0,0,0,2721,2723,y
Portage,1962,0.52,12034,5511,6424,11935,6326,0,0,1878,0,70118,0,184,0,0,0,70302,72180,y
Portage,1963,0.63,2011,861,1150,2011,1116,0,0,2207,0,56214,0,16,0,0,0,56230,58437,y
Portage,1964,0.57,9,4,5,9,5,0,0,42,0,571,0,0,11,0,0,582,624,y
Portage,1965,0.64,2108,392,589,981,589,0,0,155,0,3308,0,0,0,0,0,3308,3463,y
Portage,1966,0.55,31844,15303,16040,31343,15201,0,0,332,0,30704,0,303,0,0,0,31007,31339,y
Portage,1967,0.92,4048,1955,2070,4025,1983,0,0,167,0,4005,0,114,0,0,0,4119,4286,y
Portage,1968,0.85,173,34,52,86,50,0,0,0,0,1046,0,0,0,0,0,1046,1046,y
Portage,1969,0.71,1040,463,500,963,491,0,0,3839,0,30743,0,0,0,0,0,30743,34582,y
Portage,1970,0.87,3901,1709,2164,3873,2139,0,0,1317,0,56751,0,0,0,0,0,56751,58068,y
Portage,1971,0.93,281,126,155,281,155,0,0,2050,0,15812,0,0,181,0,0,15993,18043,y
Portage,1972,0.84,1460,92,98,190,98,0,0,2127,0,13156,0,0,0,0,0,13156,15283,y
Portage,1973,0.87,4272,1603,2360,3963,1688,0,0,10591,0,80696,0,0,0,0,0,80696,91287,y
Portage,1974,0.85,8986,3508,4967,8475,4843,0,0,1645,0,40703,0,263,0,0,0,40966,42611,y
Portage,1975,0.8,3829,1494,1681,3175,1631,0,0,810,0,14691,17,235,0,0,0,14926,15753,y
Portage,1976,0.92,3800,266,776,1042,753,0,0,118,0,7097,0,0,375,0,0,7472,7590,y
Portage,1977,0.9,7974,3523,4087,7610,3923,0,0,768,0,38060,0,1161,0,0,0,39221,39989,y
Portage,1978,0.75,10230,5793,4185,9978,3963,0,0,1315,0,99561,16,4769,6042,0,50,110422,111703,y
Portage,1979,0.76,3663,1539,2036,3575,2023,0,0,233,0,51559,0,597,303,0,0,52459,52692,y
Portage,1980,0.74,1998,782,1018,1800,996,0,0,675,0,11292,74,184,0,0,0,11476,12225,y
Portage,1981,0.85,6086,2858,2997,5855,2951,0,0,154,0,15829,0,676,3410,0,0,19915,20069,y
Portage,1982,0.76,23965,11769,12098,23867,11734,0,0,1276,0,198075,0,11246,387,0,0,209708,210984,y
Portage,1983,0.88,7945,2798,4949,7747,4909,0,0,432,0,36858,0,0,68,0,0,36926,37358,y
Portage,1984,0.86,1768,765,945,1710,941,0,0,517,0,24388,0,25188,472,0,0,50048,50565,y
Portage,1985,0.86,2083,756,1009,1765,960,0,0,1174,0,23668,0,329,669,0,0,24666,25840,y
Portage,1986,0.93,14447,7860,6431,14291,6212,0,0,255,0,67751,0,3588,0,0,0,71339,71594,y
Portage,1987,0.86,7042,3003,3817,6820,3766,0,0,292,0,60858,373,1015,506,0,0,62379,63044,y
Portage,1988,0.96,1411,266,784,1050,797,0,0,394,0,15654,8,5040,0,0,0,20694,21096,y
Portage,1989,0.84,8082,2778,5122,7900,5067,0,0,178,0,185837,0,9777,3561,0,0,199175,199353,y
Portage,1990,0.71,18479,9778,8558,18336,8415,0,0,0,0,50136,0,834,0,0,0,50970,50970,y
Portage,1991,0.81,12211,4658,7395,12053,7292,0,0,0,0,15705,0,124,62,0,0,15891,15891,y
Portage,1992,0.84,2795,1327,1379,2706,1378,0,0,1049,0,13925,0,2162,0,0,0,16087,17136,y
Portage,1993,0.9,19760,9931,9829,19760,9829,0,0,7,0,169441,0,4361,1093,0,0,174895,174902,y
Portage,1994,0.85,9270,5270,4000,9270,3890,0,0,23,0,124712,0,2935,0,0,0,127647,127670,y
Portage,1995,0.52,8447,3209,4666,7875,4319,0,0,43,0,37059,0,918,2294,0,182,40453,40314,y
Portage,1996,0.36,3427,1394,2028,3422,1759,0,0,234,0,83370,0,1817,1090,0,0,86277,86511,y
Portage,1997,0.9,9774,4154,5612,9766,5056,0,0,0,0,40148,0,1033,318,0,0,41499,41499,y
Portage,1998,0.15,25205,12060,13119,25179,11873,0,0,9,0,17568,0,110,366,0,0,18044,18053,y
Portage,1999,0.13,6475,3126,3138,6264,2079,0,0,12,0,8262,0,689,115,0,0,9066,9078,y
Portage,2000,0.65,1269,549,720,1269,671,0,0,86,0,12743,0,0,0,0,0,12743,12829,y
Portage,2001,0.19,3159,1101,2049,3150,1851,0,0,25,0,18585,0,0,0,0,0,18585,18610,y
Portage,2002,0.18,14965,6908,8045,14953,8001,0,,8,,48183,,0,,,,48183,48191,y
Portage,2004,0.48,1312,509,778,1287,778,0,,,,5627,,61,0,,,5688,5688,y
Portage,2005,0.35,12090,3759,8323,12082,8261,,,,0,2520,13,0,0,0,0,2520,2533,y
Portage,2006,0.39,18882,7192,11690,18882,10971,,307,50,0,171209,,1232,0,0,0,172748,172799,y
Portage,2007,0.2,1699,850,849,1699,849,,0,0,0,2660,0,160,0,0,0,2820,2820,y
Portage,2008,0.35,97,23,74,97,63,,0,0,0,160,0,205,154,0,0,520,520,y
Portage,2009,0.08,1836,864,909,1773,792,,0,0,0,11966,0,0,0,0,0,11967,11967,y
Portage,2010,0.53,57870,25509,32361,57870,26687,,0,182,0,88726,0,32,3,,,88761,88943,y
Portage,2011,0.33,1114,696,418,1114,330,,0,0,0,58,0,0,0,,,58,58,y
Weaver,1966,0.64,20416,9351,10138,19489,9860,0,0,660,0,73515,47,1939,0,0,0,75454,76161,y
Weaver,1967,0.86,22617,10623,11958,22581,10619,0,0,1764,0,77288,0,8421,932,0,0,86641,88405,y
Weaver,1968,0.83,4516,1479,2320,3799,2202,0,0,2976,0,141825,18,10577,0,0,0,152402,155396,y
Weaver,1969,0.69,58946,26753,31974,58727,30604,0,0,3031,0,371636,0,38246,0,0,0,409882,412913,y
Weaver,1970,0.89,11096,5183,5252,10435,5004,0,0,7393,0,371993,0,4653,0,0,0,376646,384039,y
Weaver,1971,0.94,5623,2294,2696,4990,2656,0,0,10694,0,139598,0,2345,2647,0,0,144590,155284,y
Weaver,1972,0.83,26548,10524,15214,25738,15027,0,0,7439,0,331589,0,11114,0,0,0,342703,350142,y
Weaver,1973,0.87,50173,22813,25728,48541,24885,0,0,4227,0,257812,0,11669,959,0,0,270440,274667,y
Weaver,1974,0.84,66807,27067,37026,64093,28099,0,0,5905,0,252878,0,26097,0,0,0,278975,284880,y
Weaver,1975,0.79,32011,12550,17186,29736,16033,0,0,2922,0,165459,0,1479,0,0,0,166938,169860,y
Weaver,1976,0.85,51078,20525,29407,49932,28243,0,0,9408,0,271322,0,23704,0,0,0,295026,304434,y
Weaver,1977,0.8,55145,20926,31701,52627,28510,0,0,2995,0,217049,0,15719,0,0,0,232768,235763,y
Weaver,1978,0.72,76237,32156,43015,75171,42315,0,0,10226,0,1184905,0,170418,636,0,0,1355959,1366185,y
Weaver,1979,0.76,51403,18770,26256,45026,25702,0,0,1244,0,128249,0,11535,0,0,0,139784,141028,y
Weaver,1980,0.72,74839,29302,44528,73830,43285,0,0,3167,0,331805,0,29742,0,0,0,361547,364714,y
Weaver,1981,0.83,43793,18632,23370,42002,22627,0,0,2908,0,206879,0,60505,0,0,0,267384,270292,y
Weaver,1982,0.75,294543,157755,136328,294083,115031,0,0,9112,0,1275213,0,221670,0,0,0,1496883,1505995,y
Weaver,1983,0.87,40267,10928,28413,39341,27380,0,0,2374,0,219473,0,18144,0,0,0,237617,239991,y
Weaver,1984,0.83,60370,28004,31598,59602,30435,0,0,7491,0,575398,4,51913,972,0,0,628283,635778,y
Weaver,1985,0.84,39460,13327,23692,37019,22773,0,0,1101,0,48781,0,19418,0,0,0,68199,69300,y
Weaver,1986,0.92,111596,60469,50269,110738,41837,0,0,45,0,39242,13,3417,0,0,0,42659,42717,y
Weaver,1987,0.84,63184,28006,31962,59968,30106,0,0,798,0,192151,0,27769,0,0,0,219920,220718,y
Weaver,1988,0.92,49606,20673,28584,49257,27623,0,,3179,0,334751,0,175848,0,0,0,510599,513778,y
Weaver,1989,0.83,17199,6299,10868,17167,10620,0,405,2243,7553,684087,0,70074,1576,0,0,763695,765533,y
Weaver,1990,0.72,16816,7714,8663,16377,8524,0,0,5895,0,600890,0,27875,0,0,0,628765,634660,y
