CU,BY,ER,Esc,male_spawn,female_spawn,mature_spawn,effective_spawn,R2.1,R3.1,R3.2,R4.1,R4.2,R4.3,R5.2,R5.3,R6.2,R6.3,R.no.jacks,Rec,Use
Bowron,2004,0.58,916,458,458,916,458,0,30,,,3008,,3082,0,,,6120,6120,y
Bowron,2005,0.24,1730,864,866,1730,866,,,,0,1876,,382,0,0,0,2259,2259,y
Bowron,2006,0.37,1554,864,690,1554,636,,0,0,127,14783,,2640,0,0,0,17550,17550,y
Bowron,2007,0.38,2173,1078,1095,2173,1075,,0,0,0,8359,0,20,0,0,0,8378,8378,y
Bowron,2008,0.38,1005,648,357,1005,275,,0,0,0,234,0,548,0,0,0,782,782,y
Bowron,2009,0.12,1814,907,907,1814,843,,0,0,0,4968,0,1241,0,0,0,6209,6209,y
Bowron,2010,0.29,8439,4219,4220,8439,4095,,37,23,0,23583,0,3044,0,,,26664,26687,y
Bowron,2011,0.44,4101,2008,2093,4101,2037,,0,0,0,5197,0,961,0,,,6158,6158,y
Raft,1952,0.77,15617,7900,7717,15617,5116,0,0,5,0,46167,0,5010,0,0,0,51177,51182,y
Raft,1953,0.79,7909,3358,4546,7904,3600,0,0,0,0,30285,0,1839,0,0,0,32124,32124,y
Raft,1954,0.76,9995,4598,5390,9988,5352,0,0,231,0,38964,0,11293,0,0,0,50257,50488,y
Raft,1955,0.87,5178,1959,3217,5176,2905,0,0,7,0,52497,0,7860,158,0,0,60515,60522,y
Raft,1956,0.85,9039,3516,5523,9039,5180,0,0,0,0,17335,0,8029,1776,0,0,27140,27140,y
Raft,1957,0.81,6919,3542,3356,6898,3314,0,0,72,0,18932,0,2011,0,0,0,20943,21015,y
Raft,1958,0.75,10215,3916,6298,10214,6235,0,0,23,0,22591,0,512,17,0,0,23120,23143,y
Raft,1959,0.84,10413,4874,5539,10413,5232,0,0,0,0,20417,0,3167,30,0,0,23614,23614,y
Raft,1960,0.78,6784,3299,3445,6744,2690,0,0,64,0,14715,0,2049,120,0,0,16884,16948,y
Raft,1961,0.75,7861,3555,4298,7853,3014,0,0,32,0,22139,0,2154,0,0,0,24293,24325,y
Raft,1962,0.69,7717,3227,4490,7717,4197,0,0,0,0,37568,0,2981,0,0,0,40549,40549,y
Raft,1963,0.59,8886,4023,4822,8845,2693,0,0,18,0,9090,0,265,444,0,0,9799,9817,y
Raft,1964,0.71,5324,2448,2852,5300,2666,0,0,81,0,40283,0,8228,132,0,0,48643,48724,y
Raft,1965,0.73,6728,2590,4138,6728,2669,0,0,73,0,18867,0,1686,0,0,0,20553,20626,y
Raft,1966,0.84,6300,3238,3056,6294,2666,0,0,320,0,20483,0,2736,0,0,0,23219,23539,y
Raft,1967,0.89,1319,572,723,1295,358,0,0,37,0,8226,0,1395,0,0,0,9621,9658,y
Raft,1968,0.74,8396,4503,3861,8364,3455,0,0,98,0,100888,0,5411,0,0,0,106299,106397,y
Raft,1969,0.8,5633,2616,2961,5577,2577,0,0,381,0,10279,0,3710,0,0,0,13989,14370,y
Raft,1970,0.8,4746,2148,2586,4734,1205,0,0,37,0,8300,0,523,0,0,0,8823,8860,y
Raft,1971,0.93,1733,820,874,1694,223,0,0,33,0,9570,0,2116,642,0,0,12328,12361,y
Raft,1972,0.89,12052,5150,6796,11946,4507,0,0,87,0,56973,0,761,0,0,0,57734,57821,y
Raft,1973,0.83,2751,1220,1516,2736,1345,0,0,22,0,1616,0,7723,0,0,0,9339,9361,y
Raft,1974,0.8,2743,1007,1721,2728,1479,0,0,206,0,11541,0,476,0,0,0,12017,12223,y
Raft,1975,0.74,2787,1235,1494,2729,1391,0,0,7,0,5632,0,797,280,0,0,6709,6716,y
Raft,1976,0.85,9269,4981,4269,9250,3976,0,0,56,0,18539,0,1331,0,0,0,19870,19926,y
Raft,1977,0.74,2036,780,951,1731,198,0,0,0,0,2728,0,3189,0,0,1023,6940,6940,y
Raft,1978,0.87,2500,1150,1343,2493,1343,0,0,253,0,11888,0,6562,45,0,0,18495,18748,y
Raft,1979,0.71,2807,1399,1386,2785,693,0,0,0,0,1183,0,1856,0,0,0,3039,3039,y
Raft,1980,0.72,5591,3319,2272,5591,2056,0,0,112,0,47827,0,3784,0,0,0,51611,51723,y
Raft,1981,0.8,886,423,405,828,312,0,0,29,0,7366,0,1244,0,0,0,8610,8639,y
Raft,1982,0.8,2992,1459,1533,2992,1533,0,0,0,0,2509,0,1233,28,0,0,3770,3770,y
Raft,1983,0.68,3607,1297,2233,3530,1821,0,0,38,0,2855,0,1196,1512,0,0,5563,5601,y
Raft,1984,0.61,19345,10318,9015,19333,6701,0,0,325,0,32692,0,14038,0,0,8,46738,47063,y
Raft,1985,0.67,5521,2320,3201,5521,1922,0,0,7,0,2830,0,1591,105,0,0,4526,4533,y
Raft,1986,0.44,2198,1020,1146,2166,1080,0,0,0,0,2902,0,111,0,0,0,3013,3013,y
Raft,1987,0.65,1512,688,748,1436,723,0,0,0,0,1399,0,2421,0,0,0,3820,3820,y
Raft,1988,0.44,20684,10630,10048,20678,9207,0,0,0,0,41783,0,8304,88,0,310,50485,50485,y
Raft,1989,0.9,1827,805,1022,1827,925,0,0,7,0,7357,0,3935,0,0,0,11292,11299,y
Raft,1990,0.86,730,259,471,730,412,0,0,0,0,1610,0,934,0,0,0,2544,2544,y
Raft,1991,0.69,757,322,435,757,264,0,0,0,0,908,0,553,0,0,0,1461,1461,y
Raft,1992,0.68,8663,4287,4370,8657,4112,0,0,6,0,65321,8,2024,0,0,0,67345,67359,y
Raft,1993,0.68,5384,2248,3136,5384,2934,0,0,24,0,22386,0,10727,65,0,396,33574,33598,y
Raft,1994,0.22,1741,890,851,1741,800,0,0,0,0,4738,0,22745,989,0,0,28472,28472,y
Raft,1995,0.41,1163,397,760,1157,682,0,0,41,0,22745,0,4484,0,0,0,27229,27270,y
Raft,1996,0.29,48119,22161,25935,48096,21381,0,593,0,0,89315,0,22684,0,0,0,112592,112592,y
Raft,1997,0.82,6215,3282,2933,6215,2367,0,0,0,0,25983,0,25281,0,0,0,51264,51264,y
Raft,1998,0.19,7229,3373,3825,7198,3585,0,0,8,0,4905,0,11325,0,0,0,16230,16238,y
Raft,1999,0.21,6981,3322,3659,6981,3499,0,0,92,0,26426,0,34631,0,0,0,61057,61149,y
Raft,2000,0.29,77057,41669,35385,77054,27668,0,0,53,0,107671,0,7672,0,0,0,115343,115396,y
Raft,2001,0.32,41161,19128,22025,41153,16025,0,630,0,365,79275,0,16425,0,0,0,96695,96695,y
Raft,2002,0.39,24327,12750,11485,24235,8402,0,,45,,21369,,21419,,,,42788,42833,y
Raft,2003,0.5,36144,16267,19777,36044,4890,0,,,106,2439,,5930,,,,8475,8475,y
Raft,2004,0.58,7575,3170,4405,7575,3244,0,1272,4,1779,39136,,8849,195,,,51231,51235,y
Raft,2005,0.23,104344,37200,66956,104156,16967,,198,,0,6441,,2454,0,0,0,9093,9093,y
Raft,2006,0.37,31599,13185,18414,31599,3442,,130,0,359,7182,,9652,0,0,0,17323,17323,y
Raft,2007,0.34,32499,13502,18993,32495,8064,,0,0,0,6257,0,4427,0,0,0,10684,10684,y
Raft,2008,0.32,14285,7317,6968,14285,3562,,0,2,0,14790,0,3641,0,0,0,18430,18432,y
Raft,2009,0.09,16461,7467,8994,16461,6039,,0,5,0,19972,0,15218,0,0,0,35190,35195,y
Raft,2010,0.42,13163,6305,6858,13163,2389,,0,26,0,38269,0,5850,0,,,44118,44144,y
Raft,2011,0.36,14172,6384,7786,14170,4430,,0,24,0,17946,0,4859,0,,,22805,22829,y
Quesnel,1952,0.84,7017,92,92,184,51,0,0,0,0,562,0,0,0,0,0,562,562,y
Quesnel,1953,0.76,110927,47486,63433,110919,47564,0,0,5902,0,604123,0,220,0,0,0,604343,610245,y
Quesnel,1954,0.85,299,149,150,299,146,0,0,0,0,10692,0,0,0,0,0,10692,10692,y
Quesnel,1955,0.85,63,31,32,63,30,0,0,0,0,180,0,0,0,0,0,180,180,y
Quesnel,1956,0.86,2669,40,41,81,39,0,0,18,0,1115,0,0,0,0,0,1115,1133,y
Quesnel,1957,0.63,223667,82023,141644,223667,132852,0,1420,8359,0,989580,0,144,30,0,0,991174,999533,y
Quesnel,1958,0.83,1863,574,1289,1863,1269,0,0,27,0,3362,0,23,0,0,0,3385,3412,y
Quesnel,1959,0.64,76,35,30,65,29,0,0,0,0,165,0,0,0,0,0,165,165,y
Quesnel,1960,0.88,3057,128,164,292,123,0,0,6,0,1469,0,0,0,0,0,1469,1475,y
Quesnel,1961,0.69,302563,118502,184052,302554,70000,0,0,44481,0,1195807,0,509,93,0,0,1196409,1240890,y
Quesnel,1962,0.7,1078,462,616,1078,566,0,0,30,0,7257,0,0,0,0,0,7257,7287,y
Quesnel,1963,0.56,86,36,47,83,40,0,0,0,0,956,0,0,0,0,0,956,956,y
Quesnel,1964,0.76,15839,218,174,392,159,0,0,0,0,2812,0,0,0,0,0,2812,2812,y
Quesnel,1965,0.7,364714,166918,197786,364704,105393,0,0,14161,0,1652107,0,821,83,0,0,1653011,1667172,y
Quesnel,1966,0.78,1753,616,1137,1753,1040,0,0,28,0,7038,0,396,0,0,0,7434,7462,y
Quesnel,1967,0.88,119,59,60,119,24,0,0,11,0,1750,0,0,0,0,0,1750,1761,y
Quesnel,1968,0.75,5763,349,350,699,333,0,0,0,0,428,0,0,0,0,0,428,428,y
Quesnel,1969,0.83,273134,113585,159544,273129,76565,0,69,6413,0,1626582,0,7768,0,0,0,1634419,1640832,y
Quesnel,1970,0.83,1373,461,907,1368,388,0,0,0,0,20339,0,0,0,0,0,20339,20339,y
Quesnel,1971,0.92,171,65,106,171,16,0,0,0,0,747,0,0,0,0,0,747,747,y
Quesnel,1972,0.78,3488,40,71,111,46,0,0,9,0,856,0,0,0,0,0,856,865,y
Quesnel,1973,0.83,278061,124661,153400,278061,112414,0,527,5114,0,2326864,0,3929,0,0,0,2331320,2336434,y
Quesnel,1974,0.84,4459,1846,2613,4459,2587,0,0,21,0,29304,0,1570,129,0,0,31003,31024,y
Quesnel,1975,0.74,201,88,105,193,105,0,0,0,0,1865,0,0,0,0,0,1865,1865,y
Quesnel,1976,0.78,2197,96,209,305,209,0,0,0,0,1233,0,0,0,0,0,1233,1233,y
Quesnel,1977,0.78,516223,248303,267896,516199,160717,0,0,8446,0,3810786,0,54029,5261,0,0,3870076,3878522,y
Quesnel,1978,0.74,8614,4194,4420,8614,4349,0,0,142,0,186073,0,10473,36,0,0,196582,196724,y
Quesnel,1979,0.86,511,243,268,511,238,0,0,0,0,2103,0,3908,0,0,0,6011,6011,y
Quesnel,1980,0.74,3176,154,154,308,98,0,0,0,0,2446,0,0,0,0,0,2446,2446,y
Quesnel,1981,0.8,748652,346412,402209,748621,332290,0,0,19608,0,9553856,0,213188,0,0,0,9767044,9786652,y
Quesnel,1982,0.84,39841,19279,20562,39841,20054,0,0,0,0,499074,0,56312,0,0,156,555542,555542,y
Quesnel,1983,0.83,2155,701,1454,2155,1098,0,0,33,0,31515,0,8864,0,0,0,40379,40412,y
Quesnel,1984,0.86,6186,323,591,914,551,0,0,85,0,6868,0,0,0,0,0,6868,6953,y
Quesnel,1985,0.86,1349263,617476,731787,1349263,692799,0,2870,28135,23700,12137664,0,334171,17706,0,993,12517104,12545239,y
Quesnel,1986,0.75,181473,79927,101540,181467,94792,0,0,41,0,2364628,0,168115,0,0,0,2532743,2532784,y
Quesnel,1987,0.77,20559,7600,12946,20546,11238,0,0,11,0,119437,0,57144,0,0,0,176581,176592,y
Quesnel,1988,0.64,27034,2151,4681,6832,4185,0,0,0,0,26342,0,0,0,0,0,26342,26342,y
Quesnel,1989,0.85,1870685,913731,956941,1870672,942522,0,2122,10417,0,10339444,51,280053,9408,0,0,10631027,10641495,y
Quesnel,1990,0.82,487651,224997,262647,487644,259553,0,0,585,0,2946813,0,336236,0,0,0,3283049,3283634,y
Quesnel,1991,0.84,46259,20885,25374,46259,24861,0,0,26,0,100196,0,50671,282,0,0,151149,151175,y
Quesnel,1992,0.78,8901,2816,3046,5862,3046,0,0,1,0,29213,0,0,0,0,0,29213,29214,y
Quesnel,1993,0.75,2620757,1075708,1544746,2620454,1507350,0,282,1642,0,6446036,0,398551,4529,0,0,6849398,6851040,y
Quesnel,1994,0.74,659505,298968,360531,659499,356251,0,0,248,0,2263471,0,212902,470,0,0,2476843,2477091,y
Quesnel,1995,0.51,216110,95978,120131,216109,116867,0,0,0,0,119078,0,48228,0,0,0,167306,167306,y
Quesnel,1996,0.49,42499,18470,22717,41187,21719,0,0,0,0,67906,0,19609,3175,0,0,90690,90690,y
Quesnel,1997,0.71,1858809,844774,1013878,1858652,904914,0,1589,79,0,4358762,0,318446,13897,0,0,4692694,4692773,y
Quesnel,1998,0.37,1179252,575156,604096,1179252,534532,0,0,56,0,4467804,0,272015,0,0,0,4739819,4739875,y
Quesnel,1999,0.16,189360,73171,116189,189360,106908,0,0,0,0,581976,0,228610,0,0,0,810586,810586,y
Quesnel,2000,0.46,63782,26033,37670,63703,37163,0,0,0,0,38143,0,15667,0,0,0,53810,53810,y
Quesnel,2001,0.2,3510976,1604364,1906556,3510920,1740454,0,4927,42,0,3576455,0,115416,4166,0,0,3700964,3701006,y
Quesnel,2002,0.36,1022192,552620,469572,1022192,1312599.235,0,,38,,603583,,36207,437,,,640227,640265,y
Quesnel,2003,0.52,278990,129257,149733,278990,148333,0,,,,82424,,60604,848,,,143876,143876,y
Quesnel,2004,0.52,10264,3559,6663,10222,6629,0,,,164,6545,,5986,0,,,12695,12695,y
Quesnel,2005,0.25,883678,407272,476368,883640,777707.359,,,,0,198055,11,8051,2657,512,200,209476,209487,y
Quesnel,2006,0.51,169127,73947,95180,169127,90069,,234,56,0,600703,,47951,0,0,0,648888,648944,y
Quesnel,2007,0.37,74715,38787,35928,74715,33601,,0,21,0,73107,0,3425,81,0,0,76613,76634,y
Quesnel,2008,0.38,7091,2932,4159,7091,2473,,0,0,0,3845,0,6325,297,0,0,10467,10467,y
Quesnel,2009,0.08,149467,65916,83484,149400,82781,,0,19,133,286899,0,21465,0,0,0,308497,308516,y
Quesnel,2010,0.54,246586,108632,137933,246565,131546,,0,2958,0,2395467,46,30969,128,,,2426564,2429568,y
Quesnel,2011,0.48,45433,20873,24560,45433,16936,,0,31,0,36033,0,6770,0,,,42803,42833,y
Chilko,1952,0.72,490065,224256,261329,485585,233628,0,0,18732,0,1763929,114,35975,38833,0,893,1839630,1858476,y
Chilko,1953,0.76,201245,91350,109341,200691,94471,0,0,1172,0,514554,2583,14004,86362,0,781,615701,619456,y
Chilko,1954,0.86,37743,12459,21837,34296,21247,0,0,12234,0,632132,2844,4415,58891,0,2233,697671,712749,y
Chilko,1955,0.82,132146,40578,80589,121167,75834,0,0,32418,0,1407963,1373,31011,40510,0,0,1479484,1513275,y
Chilko,1956,0.65,647768,260525,386381,646906,368607,0,0,13905,0,2379854,75,16684,25152,0,0,2421690,2435670,y
Chilko,1957,0.77,140765,54952,83512,138464,83128,0,0,76,0,117362,63,3149,17578,0,0,138089,138228,y
Chilko,1958,0.84,137081,49600,70504,120104,70433,0,0,4055,0,278320,1711,13613,130581,0,5091,427605,433371,y
Chilko,1959,0.69,471162,189677,273383,463060,272891,0,0,23792,0,2080497,1272,18659,88363,0,0,2187519,2212583,y
Chilko,1960,0.83,426607,179209,247337,426546,244864,0,0,5472,0,958877,1045,5980,81961,0,0,1046818,1053335,y
Chilko,1961,0.75,40315,15515,23586,39101,15038,0,0,256,0,52713,409,11583,4492,0,0,68788,69453,y
Chilko,1962,0.74,92467,28212,49501,77713,42125,0,0,10657,0,960609,0,13582,696,0,18,974905,985562,y
Chilko,1963,0.55,1002252,454959,543272,998231,57207,0,0,37579,0,1112861,3971,4045,47006,0,841,1164753,1206303,y
Chilko,1964,0.69,238601,103777,134495,238272,131590,0,0,7252,0,1818921,1343,55810,156756,0,0,2031487,2040082,y
Chilko,1965,0.75,39902,12294,23041,35335,20813,0,0,1787,0,138555,1782,2360,14460,0,0,155375,158944,y
Chilko,1966,0.79,226702,94921,114698,209619,107541,0,0,26456,0,744469,1479,27636,89160,0,0,861265,889200,y
Chilko,1967,0.84,176337,72563,102152,174715,90006,0,0,28734,0,1933329,5300,23351,13996,0,0,1970676,2004710,y
Chilko,1968,0.78,414446,173238,240624,413862,181912,0,0,46952,0,2349375,1108,21925,55581,0,1128,2428009,2476069,y
Chilko,1969,0.8,76518,28491,42411,70902,25519,0,0,4126,0,369954,294,15839,12146,0,0,397939,402359,y
Chilko,1970,0.82,145049,63483,71905,135388,50923,0,0,16775,0,630046,5423,1084,41128,0,0,672258,694456,y
Chilko,1971,0.92,174266,57727,99466,157193,97365,0,0,58786,0,740253,13222,0,40581,0,0,780834,852842,y
Chilko,1972,0.76,562333,225265,335502,560767,332353,0,0,42709,0,1947465,1309,34424,83501,0,166,2065556,2109574,y
Chilko,1973,0.88,61707,24786,30889,55675,30231,0,0,8835,0,200775,2893,6807,27243,0,1744,236569,248297,y
Chilko,1974,0.83,128131,36569,72994,109563,71127,0,0,26487,0,641497,3815,4312,36356,0,0,682165,712467,y
Chilko,1975,0.69,220554,81685,118054,199739,133782,0,0,22821,0,1389008,20230,7375,73812,0,390,1470585,1513636,y
Chilko,1976,0.81,364311,146424,215328,361752,228326,0,0,8457,0,1650944,334,25168,14210,0,0,1690322,1699113,y
Chilko,1977,0.84,54322,20671,28868,49539,20385,0,0,3346,0,190527,0,2743,2584,0,0,195854,199200,y
Chilko,1978,0.78,151835,60269,83133,143402,85570,0,0,8616,0,1169034,397,77743,9789,0,0,1256566,1265579,y
Chilko,1979,0.82,240294,80701,154223,234924,147920,0,0,9358,0,1615466,1371,72206,15308,0,7804,1710784,1721513,y
Chilko,1980,0.7,468658,169437,298375,467812,293234,0,0,12504,0,3920494,414,473961,32179,0,2375,4429009,4441927,y
Chilko,1981,0.85,35909,12919,21441,34360,20164,0,0,1722,0,180656,2919,4547,18862,0,0,204065,208706,y
Chilko,1982,0.79,242263,99437,140466,239903,142515,0,0,52424,0,1355953,182,131741,57505,0,1412,1546611,1599217,y
Chilko,1983,0.78,331510,138690,190530,329220,213715,0,0,45476,0,1717330,5243,36418,310875,0,4399,2069022,2119741,y
Chilko,1984,0.86,452968,223925,228693,452618,283152,0,0,11108,0,500714,1951,2890,153893,0,5802,663299,676358,y
Chilko,1985,0.9,86120,36373,35062,71435,34979,0,0,970,0,366037,1563,184400,18862,0,1136,570435,572968,y
Chilko,1986,0.79,310397,112924,168847,281771,165504,0,0,47835,0,4413216,335,279555,54465,0,5033,4752269,4800439,y
Chilko,1987,0.78,241703,88974,150627,239601,268111,0,0,11552,0,4032356,863,316979,56111,0,2975,4408421,4420836,y
Chilko,1988,0.57,255182,115629,139039,254668,206206,0,0,2697,0,2979547,797,157913,155406,0,0,3292866,3296360,y
Chilko,1989,0.88,58519,17444,35595,53039,42811,0,0,11841,0,3015024,0,86942,3564,0,0,3105530,3117371,y
Chilko,1990,0.82,833313,316764,509073,825837,497991,0,0,13262,0,2412516,4715,178745,19347,0,0,2610608,2628585,y
Chilko,1991,0.76,1039624,420297,617440,1037737,597537,0,0,4495,0,1126703,537,128342,122472,0,0,1377517,1382549,y
Chilko,1992,0.81,515663,190554,320713,511267,319959,0,0,3754,0,1773513,614,78754,9714,0,0,1861981,1866349,y
Chilko,1993,0.83,561865,230736,324490,555226,322298,0,0,18173,0,3380892,208,548667,15931,0,0,3945490,3963871,y
Chilko,1994,0.78,452239,188475,262270,450745,253976,0,0,10606,0,1331935,184,72717,4545,0,0,1409197,1419987,y
Chilko,1995,0.59,547755,224950,319414,544364,298027,0,0,2778,0,1045307,36,179013,44788,0,2414,1271522,1274336,y
Chilko,1996,0.52,989422,442372,532474,974846,504469,0,0,359,0,1175834,0,159331,26555,0,1811,1363531,1363890,y
Chilko,1997,0.72,993254,428977,556850,985827,509298,0,0,222,0,663879,0,204615,16297,0,0,884791,885013,y
Chilko,1998,0.34,880944,367336,511674,879010,467624,0,0,1084,0,423716,0,73801,34730,0,3035,535282,536366,y
Chilko,1999,0.14,891922,441606,449961,891567,432565,0,0,2228,0,1449980,0,109275,9106,0,0,1568361,1570589,y
Chilko,2000,0.46,759163,348705,410236,758941,395559,0,0,3918,0,424960,59,27152,42236,0,3565,497913,501890,y
Chilko,2001,0.22,669920,331546,337125,668671,331244,0,0,176,0,1001606,0,89122,67732,0,0,1158460,1158636,y
Chilko,2002,0.41,385042,167161,215592,382753,215050,0,,4514,,1119367,,106118,8734,,554,1234773,1239287,y
Chilko,2003,0.55,612239,272391,335930,608321,334896,0,,557,,321849,,29357,30465,,2033,385505,386062,y
Chilko,2004,0.63,92143,41819,50090,91909,49193,0,,854,,388845,,33231,3834,,,425910,426764,y
Chilko,2005,0.32,540481,250636,285331,535967,285065,,,720,0,262014,164,38008,63347,0,0,363369,364254,y
Chilko,2006,0.54,469504,199987,268960,468947,261918,,0,4235,0,4459629,660,339678,293706,0,0,5093013,5097907,y
Chilko,2007,0.3,306707,145863,159990,305853,156518,,0,2369,0,1057343,781,15921,56191,0,0,1129455,1132605,y
Chilko,2008,0.41,250583,119215,130648,249863,68731,,0,1830,0,466387,0,44652,14100,0,0,525139,526969,y
Chilko,2009,0.12,217778,85478,127901,213379,127367,,0,1081,0,1621556,689,173906,4831,0,1490,1801784,1803554,y
Chilko,2010,0.39,2462975,1091664,1368282,2459946,1181540,,0,36812,0,2478167,1553,78992,132647,,,2689805,2728169,y
Chilko,2011,0.4,919254,355797,560846,916643,457653,,0,2174,0,786937,166,83108,22314,,,892359,894699,y
Seymour,1952,0.798882494,,,,,2780,0,0,93,0,11156,0,0,0,0,0,11156,11249,y
Seymour,1953,0.77699115,,,,,2907,0,0,150,0,44870,248,0,0,0,0,44870,45268,y
Seymour,1954,0.8537855,,,,,12852,0,0,23882,0,428958,0,3444,5238,0,0,437640,461522,y
Seymour,1955,0.868003649,,,,,5178,0,0,372,0,308775,0,550,305,0,0,309630,310002,y
Seymour,1956,0.792611042,,,,,1102,0,0,26,0,10971,0,1766,0,0,0,12737,12763,y
Seymour,1957,0.757743874,,,,,7416,0,0,262,0,11959,448,0,11914,0,0,23873,24583,y
Seymour,1958,0.81729913,,,,,44285,0,0,6184,0,188824,0,510,0,0,0,189334,195518,y
Seymour,1959,0.835221778,,,,,25773,0,0,409,0,175192,11,368,0,0,0,175560,175980,y
Seymour,1960,0.754693049,,,,,1862,0,0,51,0,8697,0,0,89,0,0,8786,8837,y
Seymour,1961,0.734139734,,,,,1957,0,0,55,0,25649,138,0,7081,0,0,32730,32923,y
Seymour,1962,0.711881292,,,,,28664,0,0,2939,0,169778,0,572,3257,0,0,173607,176546,y
Seymour,1963,0.592184494,,,,,26742,0,0,147,0,112265,0,1674,0,0,0,113939,114086,y
Seymour,1964,0.697186983,,,,,1321,0,0,0,0,17994,0,504,0,0,0,18498,18498,y
Seymour,1965,0.763420189,,,,,2550,0,0,183,0,34707,0,0,0,0,0,34707,34890,y
Seymour,1966,0.837735408,,,,,12943,0,0,658,0,139745,0,1425,0,0,0,141170,141828,y
Seymour,1967,0.884912226,,,,,7264,0,0,66,0,216733,0,2954,1098,0,0,220785,220851,y
Seymour,1968,0.809284116,,,,,2064,0,0,0,0,21963,0,145,0,0,0,22108,22108,y
Seymour,1969,0.796202044,,,,,3276,0,0,258,0,14617,0,0,0,0,0,14617,14875,y
Seymour,1970,0.897274721,,,,,3603,0,0,470,0,223705,0,0,2194,0,0,225899,226369,y
Seymour,1971,0.912778812,,,,,9463,0,0,1341,0,132035,0,1934,0,0,0,133969,135310,y
Seymour,1972,0.892292908,,,,,1418,0,0,320,0,56465,0,0,0,0,0,56465,56785,y
Seymour,1973,0.816240107,,,,,1150,0,0,419,0,24381,0,0,0,0,0,24381,24800,y
Seymour,1974,0.800618929,,,,,25868,0,0,1353,0,247377,0,0,0,0,0,247377,248730,y
Seymour,1975,0.725536211,,,,,16844,0,0,1665,0,175012,0,4007,0,0,0,179019,180684,y
Seymour,1976,0.856504392,,,,,4898,0,0,38,0,18193,0,191,0,0,0,18384,18422,y
Seymour,1977,0.765361838,,,,,2883,0,0,135,0,53835,0,1444,14632,0,0,69911,70046,y
Seymour,1978,0.745978038,,,,,30757,0,0,730,0,256211,0,4984,0,0,0,261195,261925,y
Seymour,1979,0.718270747,,,,,24866,0,0,85,0,92992,0,42223,314,0,0,135529,135614,y
Seymour,1980,0.625606121,,,,,4616,0,0,10,0,45127,0,7711,0,0,0,52838,52848,y
Seymour,1981,0.766910181,,,,,5354,0,0,0,0,26268,0,0,4607,0,0,30875,30875,y
Seymour,1982,0.767912682,,,,,27219,0,0,2737,0,492244,0,13474,0,0,0,505718,508455,y
Seymour,1983,0.695533753,,,,,14014,0,0,3003,0,261161,0,7562,734,0,0,269457,272460,y
Seymour,1984,0.802274056,,,,,9148,0,0,174,0,35743,0,100,0,0,0,35843,36017,y
Seymour,1985,0.848078415,,,,,2684,0,0,332,0,32018,0,11226,0,0,0,43244,43576,y
Seymour,1986,0.745667492,,,,,57069,0,0,1132,0,811714,1,11322,0,0,0,823036,824169,y
Seymour,1987,0.691058781,,,,,41081,0,0,314,0,416101,0,25805,0,0,0,441906,442220,y
Seymour,1988,0.617990704,,,,,7989,0,0,0,0,9027,0,1816,0,0,0,10843,10843,y
Seymour,1989,0.82931501,,,,,2864,0,0,68,0,18809,0,0,0,0,0,18809,18877,y
Seymour,1990,0.669014911,,,,,108279,0,0,136,0,272278,0,6413,0,0,0,278691,278827,y
Seymour,1991,0.695716022,,,,,60845,0,0,0,0,84310,0,11139,116,0,0,95565,95565,y
Seymour,1992,0.710621335,,,,,3586,0,0,0,0,15128,0,2778,0,0,0,17906,17906,y
Seymour,1993,0.497565752,,,,,4950,0,0,0,0,6251,0,2465,0,0,0,8716,8716,y
Seymour,1994,0.645646186,,,,,19151,0,0,0,0,169885,0,2662,0,0,0,172547,172547,y
Seymour,1995,0.451344807,,,,,23928,0,0,17,0,64323,0,1700,0,0,0,66023,66040,y
Seymour,1996,0.200460256,,,,,9590,0,0,0,0,32991,0,6479,0,0,0,39470,39470,y
Seymour,1997,0.81443931,,,,,836,0,0,0,0,1944,0,0,0,0,0,1944,1944,y
Seymour,1998,0.399383077,,,,,14548,0,0,182,0,210538,0,3684,0,0,0,214222,214404,y
Seymour,1999,0.213250543,,,,,10072,0,0,32,0,105903,0,27996,0,0,0,133899,133931,y
Seymour,2000,0.293278361,,,,,11860,0,0,0,0,58537,0,1026,0,0,0,59563,59563,y
Seymour,2001,0.181762439,,,,,3743,0,,,,14842,,4200,,,,19042,19042,y
Seymour,2002,0.470550758,,,,,55465,0,79,851,,497726,,9077,224,,,507106,507957,y
Seymour,2003,0.635375142,,,,,18483,0,,,,11206,,870,290,,,12366,12366,y
Seymour,2004,0.611517599,,,,,762,0,,,,6671,,233,0,,,6918,6918,y
L.Shuswap,1952,0,10753,2978,4339,7317,4211,0,0,1481,0,14320,0,2131,0,0,0,16451,17932,y
L.Shuswap,1953,0,220364,1751,1722,3473,1623,0,0,1456,0,29571,0,0,0,0,0,29571,31027,y
L.Shuswap,1954,0.88,2031013,834132,1192622,2026754,1067603,0,0,714720,0,15095741,3536,12060,43279,0,0,15151080,15869336,y
L.Shuswap,1955,0.89,64584,18840,45019,63859,44632,0,0,11116,0,853267,0,609,528,0,0,854404,865520,y
L.Shuswap,1956,0,4505,1120,2201,3321,2103,0,0,555,0,6961,0,458,0,0,0,7419,7974,y
L.Shuswap,1957,0.91,307228,1029,1780,2809,1651,0,0,16,0,2206,0,0,941,0,0,3147,3163,y
L.Shuswap,1958,0.88,2299974,1132968,1161768,2294736,1644152,0,871,123575,0,2076776,646,4097,7843,0,0,2089587,2213808,y
